complaint_id,description,category,subcategory,latitude,longitude,timestamp,ground_truth_issue_id,is_duplicate
551,The overhead tank around the Neelambur area isn't filling properly due to supply issues.,Water,Water supply,10.997061,77.060624,2026-08-10 20:39,ISSUE_0307,True
552,We haven't received municipal water along the stretch near Ganapathy on the usual schedule. This has been the case for several days.,Water,Water supply,11.033398,76.968047,2026-07-15 16:38,ISSUE_0309,True
553,The signal pole in the Selvapuram locality looks damaged and the lights aren't lighting up. This is a serious safety risk for everyone nearby.,Road,Traffic signal,10.987693,76.935058,2026-07-19 12:11,ISSUE_0080,True
554,An open junction box at Trichy Road has exposed wiring visible to anyone passing. This has been the case for over a month now.,Electricity,Electrical hazard,10.986416,77.006327,2026-07-01 00:32,ISSUE_0420,True
555,The electric meter box along the stretch near Trichy Road is open and wires are visible. This has been the case since last week.,Electricity,Electrical hazard,10.987079,77.006263,2026-08-01 16:36,ISSUE_0420,True
556,Power supply around the Sitra area keeps fluctuating before cutting off completely. Several people in the area have noticed this.,Electricity,Power outage,10.973563,76.99997,2026-08-14 02:05,ISSUE_0378,True
557,Sediment settles at the bottom of the vessel whenever we store water around the Thudiyalur area. This has been the case for quite some time.,Water,Water quality,11.081375,76.942202,2026-07-07 22:49,ISSUE_0343,True
558,Someone dumped a mattress and other bulky waste on the Vellalore main road. This has been the case for the past two days.,Sanitation,Waste dumping,10.943436,76.992639,2026-07-22 15:08,ISSUE_0196,True
559,"A fallen wire just outside Sitra is lying across the footpath unattended. Not a big problem yet, just flagging it.",Electricity,Electrical hazard,10.975257,76.997458,2026-08-18 22:41,ISSUE_0419,True
560,The low-lying stretch on the Ganapathy Bus Stand main road floods every time it rains. Vehicles are getting damaged because of this.,Drainage,Waterlogging,11.039873,76.968986,2026-07-17 10:27,ISSUE_0264,True
561,"The road just outside Vellalore needs urgent repair, there's a huge pothole right there. Noticed it this morning while passing by.",Road,Pothole,10.942594,76.992078,2026-08-06 00:39,ISSUE_0037,False
562,Power cuts beside the Singanallur bus stop are becoming a daily routine lately. Vehicles are getting damaged because of this.,Electricity,Power outage,11.00319,77.026607,2026-08-05 14:56,ISSUE_0368,True
563,It's been two weeks and the garbage in the Kurichi locality hasn't been touched. It's a small issue but worth noting.,Sanitation,Garbage collection,10.961049,76.964864,2026-07-16 10:14,ISSUE_0155,True
564,"The road near Saravanampatti needs urgent repair, there's a huge pothole right there. Not a big problem yet, just flagging it.",Road,Pothole,11.071523,77.00791,2026-07-23 23:32,ISSUE_0018,True
565,"Half the lane near Town Hall has collapsed slightly due to poor drainage underneath. Not a big problem yet, just flagging it.",Road,Road damage,10.992592,76.964073,2026-08-17 06:29,ISSUE_0060,False
566,The entire stretch near Kalapatti looks like it hasn't been repaired in years. This has been ignored despite earlier complaints.,Road,Road damage,11.074997,77.030695,2026-07-08 20:20,ISSUE_0054,True
567,Roadside dumping beside the Sowripalayam bus stop has become a regular eyesore. This is becoming a regular nuisance for residents.,Sanitation,Waste dumping,11.002594,76.991516,2026-07-25 05:38,ISSUE_0185,True
568,The area around the Malumichampatti area has experienced repeated power interruptions this month.,Electricity,Power outage,10.925772,76.984978,2026-07-30 06:27,ISSUE_0372,True
569,Truckloads of debris have been dumped in front of Kovaipudur without any authorization.,Sanitation,Waste dumping,10.940015,76.91606,2026-08-07 10:23,ISSUE_0190,True
570,The water close to Ukkadam tastes odd and doesn't seem fit for drinking. Many residents in the area are affected by this. This has been the case since yesterday.,Water,Water quality,10.991013,76.962278,2026-08-08 14:12,ISSUE_0337,True
571,The pothole just outside Race Course has expanded after the rain and is now quite deep.,Road,Pothole,10.99556,76.956444,2026-08-19 01:24,ISSUE_0003,True
572,"Electricity in front of Lakshmi Mills has been unstable, going off every few hours. Noticed it this morning while passing by. This has been the case since the last heavy rain.",Electricity,Power outage,11.007279,76.955211,2026-07-31 21:11,ISSUE_0381,True
573,The road surface on the Hopes College main road is cracked and breaking apart in several places.,Road,Road damage,11.00867,76.944374,2026-07-21 17:04,ISSUE_0063,False
574,Water has been standing on the Selvapuram main road for hours since the downpour. Several people in the area have noticed this.,Drainage,Waterlogging,10.983781,76.931811,2026-07-14 18:26,ISSUE_0263,True
575,Power supply in the Lakshmi Mills locality keeps fluctuating before cutting off completely.,Electricity,Power outage,11.007085,76.956321,2026-07-12 11:06,ISSUE_0381,True
576,The sewage line along the stretch near Kovaipudur appears to have backed up and is overflowing. Noticed it this morning while passing by. This has been the case for quite some time.,Drainage,Drain overflow,10.941022,76.915122,2026-07-31 21:44,ISSUE_0241,False
577,The corporation water hasn't arrived in front of Chinniampalayam for three days straight. Noticed it this morning while passing by.,Water,Water supply,11.08431,77.0151,2026-07-10 06:42,ISSUE_0328,False
578,The whole street in front of Sathyamangalam Road has been without power since last night.,Electricity,Power outage,11.04234,77.03387,2026-08-01 04:52,ISSUE_0371,True
579,The junction near Malumichampatti turns into a small lake after every monsoon shower.,Drainage,Waterlogging,10.929712,76.984341,2026-08-06 18:24,ISSUE_0272,True
580,The streetlight near the park at Rathinapuri has been off for a long time.,Streetlight,Broken streetlight,10.989792,76.943538,2026-08-02 15:08,ISSUE_0121,True
581,"Cross traffic along the stretch near Town Hall is a mess without a working signal. Not a big problem yet, just flagging it.",Road,Traffic signal,10.993819,76.960522,2026-07-15 23:02,ISSUE_0086,True
582,Someone has been illegally dumping construction debris along the stretch near Ukkadam. This has been the case for several days.,Sanitation,Waste dumping,10.991588,76.957129,2026-08-07 16:29,ISSUE_0195,True
583,Complaints about foul-smelling water just outside Kavundampalayam have increased this month. It is causing inconvenience to daily commuters.,Water,Water quality,11.049271,76.942403,2026-07-02 05:48,ISSUE_0340,True
584,The lamp post around the Vadavalli area has been flickering for days before finally going out. This is a serious safety risk for everyone nearby. This has been the case since the last heavy rain.,Streetlight,Broken streetlight,11.019021,76.902651,2026-08-08 20:03,ISSUE_0114,True
585,There seems to be a cross-contamination issue with the water supply along the stretch near Saibaba Colony.,Water,Water quality,11.013569,76.938685,2026-08-10 05:39,ISSUE_0353,False
586,We've had frequent power cuts in front of Saravanampatti throughout the week.,Electricity,Power outage,11.069688,77.004194,2026-08-07 03:20,ISSUE_0387,False
587,Sediment settles at the bottom of the vessel whenever we store water around the Kalapatti area. Several households have complained of stomach issues after drinking this water.,Water,Water quality,11.071443,77.030736,2026-07-27 20:12,ISSUE_0342,True
588,"The underground drain at Vadavalli Market seems blocked, water is coming up onto the street. It is causing inconvenience to daily commuters.",Drainage,Drain overflow,11.021059,76.908094,2026-07-02 17:04,ISSUE_0234,True
589,"This dark patch on the Saibaba Colony main road makes it hard to spot potholes or people at night. Not a big problem yet, just flagging it.",Streetlight,Broken streetlight,11.020225,76.937368,2026-07-21 17:58,ISSUE_0119,True
590,The road near Sathyamangalam Road has developed ridges and dips that jolt every vehicle passing.,Road,Road damage,11.04078,77.037743,2026-07-25 01:44,ISSUE_0057,False
591,Waste from nearby shops is being dumped just outside Sowripalayam instead of collected properly. This is unsafe and could lead to an accident.,Sanitation,Waste dumping,11.002872,76.991373,2026-08-05 18:15,ISSUE_0185,True
592,"There's barely any pressure in the pipes in front of Kalapatti, water just dribbles out. Many residents in the area are affected by this.",Water,Water supply,11.07069,77.030041,2026-07-20 17:19,ISSUE_0305,True
593,The corporation water hasn't arrived around the Kovaipudur area for three days straight. Elderly residents are finding it especially difficult.,Water,Water supply,10.944479,76.915993,2026-08-18 22:24,ISSUE_0302,True
594,The traffic signal at Town Hall has been stuck on red for a long time. Many residents in the area are affected by this.,Road,Traffic signal,10.994549,76.961206,2026-08-03 07:05,ISSUE_0086,True
595,A deep pit has developed on the carriageway along the stretch near Rathinapuri. It is causing inconvenience to daily commuters.,Road,Pothole,10.984615,76.942069,2026-07-26 07:01,ISSUE_0001,True
596,Sewage water in front of Selvapuram is flowing directly onto the pavement.,Drainage,Drain overflow,10.989125,76.930865,2026-07-15 14:44,ISSUE_0235,True
597,The tar layer on the Kuniyamuthur main road has peeled off exposing the base layer beneath. This has been the case for a few weeks.,Road,Road damage,10.967542,76.948901,2026-07-27 20:29,ISSUE_0076,False
598,Power has gone off along the stretch near Ganapathy Bus Stand multiple times today. Noticed it this morning while passing by.,Electricity,Power outage,11.03683,76.965036,2026-08-13 11:19,ISSUE_0395,False
599,The water coming from the tap in front of Thudiyalur looks muddy and discolored. This has been the case for over a month now.,Water,Water quality,11.080941,76.941864,2026-08-13 13:09,ISSUE_0343,True
600,"The transformer along the stretch near Lakshmi Mills seems to have tripped, cutting power to the area.",Electricity,Power outage,11.007691,76.955987,2026-07-17 19:43,ISSUE_0381,True
601,Drain water around the Ganapathy Bus Stand area has been overflowing onto the road for days. This has been the case for quite some time.,Drainage,Drain overflow,11.036735,76.966285,2026-07-28 10:46,ISSUE_0229,True
602,Traffic is slowing down in the Sathyamangalam Road locality because everyone is dodging a pothole. This has been the case since last week.,Road,Pothole,11.037836,77.032342,2026-07-25 06:53,ISSUE_0004,True
603,Taps in the Ondipudur locality have been running dry since yesterday.,Water,Water supply,11.006753,77.046327,2026-07-31 07:00,ISSUE_0317,False
604,There was a burning smell near the transformer beside the Kovaipudur bus stop this evening. Several people in the area have noticed this.,Electricity,Electrical hazard,10.941022,76.918045,2026-08-14 14:00,ISSUE_0417,True
605,Power supply beside the Sathyamangalam Road bus stop keeps fluctuating before cutting off completely. It is causing inconvenience to daily commuters. This has been the case since yesterday.,Electricity,Power outage,11.041281,77.03373,2026-07-03 02:19,ISSUE_0371,True
606,Traffic lights beside the Selvapuram bus stop are flickering and confusing drivers.,Road,Traffic signal,10.988245,76.936061,2026-07-31 07:22,ISSUE_0080,True
607,The drain in the Vellalore locality overflows every time it rains even lightly. Sewage is overflowing directly onto the road.,Drainage,Drain overflow,10.945602,76.995625,2026-08-12 21:23,ISSUE_0221,True
608,Truckloads of debris have been dumped near Vellalore without any authorization.,Sanitation,Waste dumping,10.945993,76.990807,2026-07-05 04:47,ISSUE_0197,True
609,The electric meter box beside the Eachanari bus stop is open and wires are visible. Vehicles are getting damaged because of this.,Electricity,Electrical hazard,10.953637,76.955492,2026-07-17 09:21,ISSUE_0413,True
610,"The signal on the Vadavalli main road is out of sync, causing jams in every direction. It is causing inconvenience to daily commuters.",Road,Traffic signal,11.020793,76.907397,2026-08-04 00:11,ISSUE_0077,True
611,There is no proper garbage pickup happening along the stretch near Kavundampalayam Bypass this month. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,11.050921,76.949534,2026-08-20 11:22,ISSUE_0172,False
612,"The transformer in front of Ganapathy seems to have tripped, cutting power to the area.",Electricity,Power outage,11.036042,76.967696,2026-08-11 18:58,ISSUE_0370,True
613,Power cuts beside the Podanur bus stop are becoming a daily routine lately. This needs to be fixed immediately before someone gets hurt.,Electricity,Power outage,10.966865,76.97365,2026-07-07 07:43,ISSUE_0377,True
614,The road surface on the Malumichampatti main road is cracked and breaking apart in several places. Several people in the area have noticed this.,Road,Road damage,10.925224,76.989465,2026-07-01 13:20,ISSUE_0044,True
615,The street beside the Ondipudur Bypass bus stop looks unhygienic due to missed garbage collection. Many residents in the area are affected by this.,Sanitation,Garbage collection,11.010869,77.052063,2026-08-19 01:22,ISSUE_0174,False
616,"Wastewater keeps overflowing along the stretch near Avinashi Road creating a foul smell. Not a big problem yet, just flagging it.",Drainage,Drain overflow,11.022536,77.000709,2026-07-02 14:36,ISSUE_0236,True
617,There was a burning smell near the transformer close to Ukkadam this evening.,Electricity,Electrical hazard,10.994375,76.959811,2026-07-08 06:05,ISSUE_0407,True
618,"The bulb at Sitra seems to have burnt out and no one has replaced it. Not a big problem yet, just flagging it.",Streetlight,Broken streetlight,10.972279,76.995371,2026-08-06 04:16,ISSUE_0117,True
619,There's a hole in the road surface at Vadavalli that's been there for a while. Several people in the area have noticed this.,Road,Pothole,11.023008,76.902494,2026-08-08 08:55,ISSUE_0015,True
620,"Someone needs to stop the dumping around the Vellalore area, it's turning into a health hazard. Many residents in the area are affected by this. This has been the case for a few weeks.",Sanitation,Waste dumping,10.944423,76.993066,2026-07-14 14:09,ISSUE_0196,True
621,"The transformer near Vadavalli seems to have tripped, cutting power to the area. This has been ignored despite earlier complaints. This has been the case for a few weeks.",Electricity,Power outage,11.019097,76.902744,2026-07-16 12:06,ISSUE_0374,True
622,"Sparks flew from a transformer close to Podanur during the rain, which was alarming. This has been ignored despite earlier complaints.",Electricity,Electrical hazard,10.968445,76.971884,2026-07-05 02:49,ISSUE_0409,True
623,The cable near the pole on the Singanallur main road looks frayed and dangerous. Vehicles are getting damaged because of this.,Electricity,Electrical hazard,11.001593,77.029829,2026-07-04 12:20,ISSUE_0405,True
624,Someone dumped a mattress and other bulky waste along the stretch near Ukkadam. This has been the case since the last heavy rain.,Sanitation,Waste dumping,10.991066,76.961502,2026-07-17 05:48,ISSUE_0216,False
625,The corner in the Peelamedu locality is filled with dumped waste that no one claims responsibility for.,Sanitation,Waste dumping,11.029921,77.022626,2026-07-28 13:32,ISSUE_0220,False
626,"The junction in front of Ondipudur Bypass has no working signal, causing confusion at peak hours.",Road,Traffic signal,11.007,77.0515,2026-08-13 14:54,ISSUE_0084,True
627,The sewage line on the Kovaipudur main road appears to have backed up and is overflowing. It is causing inconvenience to daily commuters.,Drainage,Drain overflow,10.939243,76.917122,2026-07-08 22:52,ISSUE_0231,True
628,Power outages at Ganapathy are happening almost every other day now.,Electricity,Power outage,11.03572,76.967947,2026-07-05 17:02,ISSUE_0370,True
629,This pothole at Vilankurichi is filled with water and impossible to spot at night.,Road,Pothole,11.013182,77.019438,2026-07-09 11:16,ISSUE_0017,True
630,"Water levels close to Malumichampatti rose quickly during the storm and haven't gone down. Not a big problem yet, just flagging it.",Drainage,Waterlogging,10.929946,76.984362,2026-07-03 12:55,ISSUE_0272,True
631,Households at Pollachi Road are boiling water extra carefully due to contamination concerns. Vehicles are getting damaged because of this.,Water,Water quality,10.934901,76.967936,2026-08-01 14:46,ISSUE_0341,True
632,"The water supply timing around the Ganapathy area keeps changing without any notice. Children walk through this area every day, so it needs urgent attention.",Water,Water supply,11.033111,76.967499,2026-08-09 10:50,ISSUE_0309,True
633,The pothole along the stretch near Vilankurichi has expanded after the rain and is now quite deep. Noticed it this morning while passing by.,Road,Pothole,11.013236,77.018622,2026-07-10 03:36,ISSUE_0017,True
634,The entire stretch in the Singanallur locality looks like it hasn't been repaired in years. It's a small issue but worth noting.,Road,Road damage,11.002525,77.027695,2026-08-12 23:58,ISSUE_0071,False
635,"The supply line close to Eachanari appears to have a leak, reducing pressure downstream. Elderly residents are finding it especially difficult.",Water,Water supply,10.951554,76.954854,2026-07-10 03:26,ISSUE_0313,False
636,The culvert near Vadavalli Market is clogged and water is spilling over the road. It is causing inconvenience to daily commuters.,Drainage,Drain overflow,11.020912,76.908132,2026-08-01 18:07,ISSUE_0237,False
637,Residents around the Sowripalayam area are without electricity and haven't gotten an update. Noticed it this morning while passing by.,Electricity,Power outage,11.002346,76.992806,2026-07-28 03:57,ISSUE_0373,True
638,The traffic light along the stretch near Uppilipalayam has been broken since the storm last week. It is causing inconvenience to daily commuters.,Road,Traffic signal,10.990595,77.022281,2026-08-11 17:29,ISSUE_0089,True
639,The sewage line in the Avinashi Road locality appears to have backed up and is overflowing.,Drainage,Drain overflow,11.021867,77.000635,2026-08-04 09:18,ISSUE_0236,True
640,Traffic is slowing down in front of Vadavalli Market because everyone is dodging a pothole. This has been the case for a few weeks.,Road,Pothole,11.019264,76.90616,2026-07-22 09:04,ISSUE_0011,True
641,There seems to be a cross-contamination issue with the water supply along the stretch near Kavundampalayam. This has been ignored despite earlier complaints.,Water,Water quality,11.049079,76.943266,2026-07-19 01:33,ISSUE_0340,True
642,"There's a pile of household waste building up in front of Race Course. Not a big problem yet, just flagging it. This has been the case for several days.",Sanitation,Garbage collection,10.998396,76.955528,2026-08-17 22:41,ISSUE_0162,True
643,A blocked drain on the Avinashi Road main road is causing water to stagnate near the shops. Noticed it this morning while passing by.,Drainage,Drain overflow,11.021893,77.00142,2026-08-08 22:53,ISSUE_0236,True
644,Power cuts in front of Sathyamangalam Road are becoming a daily routine lately. Several people in the area have noticed this.,Electricity,Power outage,11.041194,77.033816,2026-07-12 12:31,ISSUE_0371,True
645,Construction vehicles have worsened the already damaged road just outside Ukkadam. Vehicles are getting damaged because of this.,Road,Road damage,10.993668,76.956364,2026-08-10 03:27,ISSUE_0064,False
646,Cross traffic just outside Vellalore is a mess without a working signal.,Road,Traffic signal,10.942694,76.992535,2026-08-07 19:57,ISSUE_0088,True
647,Sparking has been seen near the streetlight wiring near Trichy Road at night. It's a small issue but worth noting. This has been the case for a few weeks.,Electricity,Electrical hazard,10.985127,77.007765,2026-07-26 03:14,ISSUE_0406,True
648,"The signal close to Town Hall is out of sync, causing jams in every direction. Noticed it this morning while passing by.",Road,Traffic signal,10.994525,76.961181,2026-08-01 16:52,ISSUE_0086,True
649,"The supply line just outside Vellalore appears to have a leak, reducing pressure downstream. Not a big problem yet, just flagging it.",Water,Water supply,10.944696,76.990362,2026-07-28 17:30,ISSUE_0303,True
650,There is a growing dump of mixed waste around the Eachanari area near the compound wall. It is causing inconvenience to daily commuters.,Sanitation,Waste dumping,10.95307,76.956385,2026-08-16 15:55,ISSUE_0201,False
651,Flies and stray dogs are gathering around the uncollected waste close to Mettupalayam Road.,Sanitation,Garbage collection,11.04784,76.949629,2026-07-18 20:18,ISSUE_0160,True
652,I nearly lost control of my bike because of a pothole at Sowripalayam. Several people in the area have noticed this.,Road,Pothole,11.002847,76.993184,2026-07-04 17:43,ISSUE_0016,True
653,Sparking has been seen near the streetlight wiring on the Ramanathapuram main road at night.,Electricity,Electrical hazard,10.993552,76.984618,2026-07-24 17:30,ISSUE_0414,True
654,Households just outside Sitra are struggling without a consistent water supply. Elderly residents are finding it especially difficult.,Water,Water supply,10.975166,76.999205,2026-08-04 01:14,ISSUE_0299,True
655,A broken electrical fixture on the Sathyamangalam Road main road is sparking intermittently.,Electricity,Electrical hazard,11.040313,77.037578,2026-07-13 20:01,ISSUE_0411,True
656,We've had frequent power cuts in the Lakshmi Mills locality throughout the week. This has been the case for several days.,Electricity,Power outage,11.007825,76.955868,2026-08-15 02:00,ISSUE_0381,True
657,The signal light on the Uppilipalayam main road is not working at all today.,Road,Traffic signal,10.989926,77.022278,2026-07-09 15:55,ISSUE_0089,True
658,"The road close to Saravanampatti needs urgent repair, there's a huge pothole right there. It's a small issue but worth noting.",Road,Pothole,11.072076,77.006608,2026-07-28 15:44,ISSUE_0018,True
659,"There is a growing dump of mixed waste around the Ondipudur Bypass area near the compound wall. Children walk through this area every day, so it needs urgent attention. This has been the case for over a month now.",Sanitation,Waste dumping,11.011637,77.050413,2026-07-13 13:42,ISSUE_0189,True
660,Heavy waterlogging has returned beside the Peelamedu Pudur bus stop after the recent showers. It's a small issue but worth noting.,Drainage,Waterlogging,11.026564,77.035515,2026-08-15 18:01,ISSUE_0274,True
661,Edges of the road along the stretch near Trichy Road are crumbling into the drain alongside. This is becoming a regular nuisance for residents.,Road,Road damage,10.990913,77.00736,2026-08-03 19:29,ISSUE_0041,True
662,Storm water drains in the Ramanathapuram locality are blocked and overflowing. It's a small issue but worth noting.,Drainage,Drain overflow,10.998068,76.981341,2026-07-09 10:01,ISSUE_0230,True
663,The community bin around the Vellalore area is overflowing with no sign of the collection crew. Noticed it this morning while passing by.,Sanitation,Garbage collection,10.945492,76.994979,2026-07-24 00:07,ISSUE_0151,True
664,The water supply timing in the Vellalore locality keeps changing without any notice. Noticed it this morning while passing by.,Water,Water supply,10.943199,76.989658,2026-08-05 02:59,ISSUE_0303,True
665,The road in the Saibaba Colony locality is flooded again and vehicles are struggling to cross. It is causing inconvenience to daily commuters.,Drainage,Waterlogging,11.018891,76.939366,2026-08-02 08:30,ISSUE_0266,True
666,There's a complete blackout just outside Eachanari since the afternoon.,Electricity,Power outage,10.953469,76.950145,2026-08-08 20:25,ISSUE_0397,False
667,"Rainwater is not draining on the Ganapathy Bus Stand main road, leaving the road waterlogged for days. It is causing inconvenience to daily commuters. This has been the case for the past two days.",Drainage,Waterlogging,11.03984,76.968664,2026-07-12 18:30,ISSUE_0264,True
668,Garbage bags are being thrown close to Ondipudur Bypass instead of using the designated bins. This has been the case since yesterday.,Sanitation,Waste dumping,11.009494,77.046356,2026-07-19 21:35,ISSUE_0194,True
669,The road along the stretch near Selvapuram is flooded again and vehicles are struggling to cross.,Drainage,Waterlogging,10.984473,76.931701,2026-07-26 18:03,ISSUE_0263,True
670,An open junction box just outside Podanur has exposed wiring visible to anyone passing. Many residents in the area are affected by this.,Electricity,Electrical hazard,10.965547,76.972204,2026-08-12 10:32,ISSUE_0424,False
671,We've had frequent power cuts along the stretch near Vadavalli Bridge throughout the week.,Electricity,Power outage,11.026096,76.901515,2026-08-02 05:44,ISSUE_0380,True
672,There's been an irregular water supply just outside Neelambur for over a week now.,Water,Water supply,10.997049,77.061195,2026-07-27 23:57,ISSUE_0307,True
673,The vacant land close to Lakshmi Mills has turned into an unofficial dumping ground. Many residents in the area are affected by this. This has been the case for over a month now.,Sanitation,Waste dumping,11.007453,76.954767,2026-07-11 03:05,ISSUE_0186,True
674,The streetlight near the park near Kalapatti has been off for a long time.,Streetlight,Broken streetlight,11.073383,77.031189,2026-07-14 13:48,ISSUE_0125,True
675,Signal timing at Vadavalli seems completely off compared to actual traffic flow. Many residents in the area are affected by this.,Road,Traffic signal,11.02032,76.906913,2026-07-29 07:20,ISSUE_0077,True
676,Water supply near Uppilipalayam has become unpredictable over the last month. Many residents in the area are affected by this.,Water,Water supply,10.984923,77.024253,2026-07-19 20:27,ISSUE_0306,True
677,"The damaged stretch in the Podanur locality is especially hard to navigate after rain. Not a big problem yet, just flagging it. This has been the case for quite some time.",Road,Road damage,10.967913,76.973951,2026-07-05 23:40,ISSUE_0045,True
678,The drain on the Sundarapuram main road is overflowing with sewage onto the road. Several people in the area have noticed this.,Drainage,Drain overflow,10.97283,76.968233,2026-08-11 09:36,ISSUE_0226,True
679,Cross traffic close to Ganapathy is a mess without a working signal. It is causing inconvenience to daily commuters.,Road,Traffic signal,11.034959,76.966902,2026-07-29 19:20,ISSUE_0096,False
680,There's visible road erosion close to Town Hall near the shoulder.,Road,Road damage,10.992558,76.961992,2026-08-19 16:47,ISSUE_0050,True
681,The water supply timing just outside Kavundampalayam Bypass keeps changing without any notice. Elderly residents are finding it especially difficult.,Water,Water supply,11.054929,76.950366,2026-07-11 22:08,ISSUE_0332,False
682,Residents at Ganapathy are relying on tankers because the supply has stopped.,Water,Water supply,11.03295,76.967232,2026-07-01 13:12,ISSUE_0309,True
683,This dark patch just outside Sowripalayam makes it hard to spot potholes or people at night. This has been ignored despite earlier complaints. This has been the case for over a month now.,Streetlight,Broken streetlight,11.000753,76.994278,2026-08-14 08:18,ISSUE_0115,True
684,The water at Kavundampalayam smells like it might be mixing with sewage somewhere.,Water,Water quality,11.050084,76.942219,2026-07-13 01:00,ISSUE_0340,True
685,The whole street around the Ukkadam area has been without power since last night. Noticed it this morning while passing by.,Electricity,Power outage,10.989613,76.956014,2026-07-27 14:47,ISSUE_0400,False
686,We've been without water at Ganapathy since the maintenance work began. It is causing inconvenience to daily commuters.,Water,Water supply,11.033182,76.966787,2026-07-18 23:31,ISSUE_0309,True
687,The drain outlet beside the Kalapatti bus stop is blocked with plastic waste causing an overflow. This has been the case since last week.,Drainage,Drain overflow,11.06938,77.03697,2026-07-31 15:50,ISSUE_0243,False
688,An exposed cable in the Kovaipudur locality poses a serious shock risk to children playing nearby.,Electricity,Electrical hazard,10.941676,76.916701,2026-07-22 03:03,ISSUE_0417,True
689,Residents in front of Kurichi have been asking for the streetlight to be repaired for weeks.,Streetlight,Broken streetlight,10.961739,76.964678,2026-07-17 04:26,ISSUE_0137,False
690,Collection at Singanallur used to be regular but has become very irregular lately. It's a small issue but worth noting.,Sanitation,Garbage collection,11.003401,77.027253,2026-08-20 19:16,ISSUE_0180,False
691,"The pipeline on the Ganapathy main road seems to have an interruption, no water is coming through.",Water,Water supply,11.032993,76.967659,2026-08-03 12:18,ISSUE_0309,True
692,There is no proper garbage pickup happening just outside Trichy Road this month.,Sanitation,Garbage collection,10.990408,77.005486,2026-07-06 07:21,ISSUE_0178,False
693,The open plot near Ukkadam has become a dumping site for old furniture and debris.,Sanitation,Waste dumping,10.990787,76.957003,2026-07-05 11:06,ISSUE_0195,True
694,"There's a strange odor coming from the water in the Vadavalli Market locality, possibly sewage mixing in. Many residents in the area are affected by this. This has been the case for over a month now.",Water,Water quality,11.023319,76.902456,2026-07-07 15:25,ISSUE_0356,False
695,Drain water close to Selvapuram has been overflowing onto the road for days.,Drainage,Drain overflow,10.988969,76.931068,2026-07-17 20:24,ISSUE_0235,True
696,Flies and stray dogs are gathering around the uncollected waste along the stretch near Hopes College.,Sanitation,Garbage collection,11.009969,76.94413,2026-07-10 11:24,ISSUE_0181,False
697,The water coming from the tap in front of Peelamedu looks muddy and discolored. It's a small issue but worth noting. This has been the case for the past two days.,Water,Water quality,11.026974,77.026247,2026-07-03 22:42,ISSUE_0344,True
698,The streetlight near the park just outside Neelambur has been off for a long time. Noticed it this morning while passing by.,Streetlight,Broken streetlight,10.997656,77.066251,2026-07-12 05:10,ISSUE_0132,False
699,Garbage bags are being thrown along the stretch near Ondipudur Bypass instead of using the designated bins. It is causing inconvenience to daily commuters.,Sanitation,Waste dumping,11.009292,77.04581,2026-08-13 07:12,ISSUE_0194,True
700,A streetlight just outside Rathinapuri fell over after last week's winds and hasn't been reinstalled. This is a serious safety risk for everyone nearby.,Streetlight,Broken streetlight,10.98671,76.946379,2026-07-21 12:47,ISSUE_0116,True
701,People are dumping garbage on the empty plot on the Vellalore main road regularly.,Sanitation,Waste dumping,10.944477,76.989509,2026-07-27 14:57,ISSUE_0187,True
702,A blocked drain in the Vellalore locality is causing water to stagnate near the shops.,Drainage,Drain overflow,10.946919,76.995878,2026-07-02 11:51,ISSUE_0221,True
703,The color of the water near Kovaipudur changes between clear and brownish.,Water,Water quality,10.938909,76.91976,2026-07-12 10:38,ISSUE_0365,False
704,A blocked drain near Vadavalli Market is causing water to stagnate near the shops. Many residents in the area are affected by this.,Drainage,Drain overflow,11.020659,76.90801,2026-07-11 19:47,ISSUE_0234,True
705,This dark patch on the Vellalore main road makes it hard to spot potholes or people at night. It's a small issue but worth noting.,Streetlight,Broken streetlight,10.945109,76.995455,2026-07-07 11:34,ISSUE_0122,True
706,Vehicles are struggling over the broken patch of road just outside Kalapatti. This has been the case since yesterday.,Road,Road damage,11.074451,77.030971,2026-07-23 06:56,ISSUE_0054,True
707,The quality of drinking water along the stretch near Kuniyamuthur needs to be tested urgently.,Water,Water quality,10.97084,76.948968,2026-07-30 14:28,ISSUE_0333,True
708,The community bin in the Sitra locality is overflowing with no sign of the collection crew. Many residents in the area are affected by this.,Sanitation,Garbage collection,10.971551,76.99424,2026-08-16 01:16,ISSUE_0173,False
709,Garbage has not been collected beside the Kuniyamuthur bus stop for several days now. Vehicles are getting damaged because of this.,Sanitation,Garbage collection,10.972123,76.949875,2026-08-19 02:56,ISSUE_0152,True
710,"Wires are hanging dangerously low near Trichy Road, almost touching pedestrians. Not a big problem yet, just flagging it.",Electricity,Electrical hazard,10.986941,77.006051,2026-07-11 16:14,ISSUE_0420,True
711,There is a growing dump of mixed waste in the Ondipudur Bypass locality near the compound wall.,Sanitation,Waste dumping,11.011997,77.051321,2026-07-15 09:15,ISSUE_0189,True
712,"The scheduled water supply just outside Hopes College did not arrive again today. Not a big problem yet, just flagging it.",Water,Water supply,11.006589,76.942341,2026-07-03 08:44,ISSUE_0297,True
